stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9021003760210000,Gryttjom södra (Tierp),60.281188,17.449939,1,,
9021003760211000,Hållnäs vägskäl (Tierp),60.521588,17.900871,1,,
9021003760212000,Nöttö (Karlholm) (Tierp),60.524762,17.603760,1,,
9021003760213000,Knöding (Tierp),60.518791,17.908030,1,,
9021003760214000,Göksnåre (Tierp),60.459024,18.007591,1,,
9021003760215000,Mellanbo (Tierp),60.519743,17.605103,1,,
9021003760216000,Färghandeln (Karlholm) (Tierp),60.521261,17.616989,1,,
9021003760217000,Hällskärsvägen (Karlholm) (Tierp),60.519614,17.640354,1,,
9021003760218000,Karlitplan (Karlholm) (Tierp),60.520209,17.629005,1,,
9021003760219000,Värdshusvägen (Karlholm) (Tierp),60.520200,17.619771,1,,
9021003760220000,Vsk E4 Ullfors (Tierp),60.281572,17.448657,1,,
9021003760221000,Snatrabodarna (Tierp),60.516185,17.646789,1,,
9021003760222000,Louis De Geers väg (Tobo) (Tierp),60.260128,17.658572,1,,
9021003760223000,Grönö (Tierp),60.512140,17.746049,1,,
9021003760224000,Kvarnbo (Tierp),60.510273,17.913560,1,,
9021003760225000,Gryttjom norra (Tierp),60.285042,17.451163,1,,
9021003760226000,Snatra vägskäl (Tierp),60.509351,17.655432,1,,
9021003760227000,Kungsgrund vägskäl (Tierp),60.505010,17.751157,1,,
9021003760228000,Prästarby (Tierp),60.281759,17.713493,1,,
9021003760229000,Gåvastbo (Tierp),60.273778,17.602046,1,,
9021003760230000,Skattgårdarna (Tierp),60.500092,17.916430,1,,
9021003760231000,Gatmot (Tierp),60.287299,17.585989,1,,
9021003760232000,Boholmen (Tierp),60.502914,17.666424,1,,
9021003760233000,Sandby skola (Tierp),60.501077,17.601284,1,,
9021003760234000,Sandby by (Tierp),60.500758,17.592984,1,,
9021003760235000,Svenskärs vägskäl (Tierp),60.498984,17.686165,1,,
9021003760236000,Grissla (Tierp),60.289772,17.455633,1,,
9021003760237000,Tuva (Tierp),60.293509,17.461174,1,,
9021003760238000,Barknåre (Tierp),60.493615,17.916118,1,,
9021003760239000,Sund (Tierp),60.496284,17.760936,1,,
9021003760240000,Ledskärsvägen (Tierp),60.493304,17.708073,1,,
9021003760241000,Snatra bro (Tierp),60.494258,17.619614,1,,
9021003760242000,Tierps kyrka (Tierp),60.299830,17.467572,1,,
9021003760243000,Munga vägskäl (Tierp),60.301470,17.467818,1,,
9021003760244000,Västerensta vägskäl (Tierp),60.303492,17.433476,1,,
9021003760245000,Ängskär (Tierp),60.478696,18.059733,1,,
9021003760246000,Askholmsvägen (Tierp),60.486930,17.736247,1,,
9021003760247000,Munga skola (Tierp),60.306861,17.414157,1,,
9021003760248000,Ralbo vägskäl (Tierp),60.305665,17.609441,1,,
9021003760249000,Munga (Tierp),60.309976,17.411144,1,,
9021003760250000,Flottskärs vägskäl (Tierp),60.480524,18.027277,1,,
9021003760251000,Ängskärs lada (Tierp),60.478772,18.059447,1,,
9021003760252000,Fillsarby (Tierp),60.306859,17.737248,1,,
9021003760253000,Böle (Tierp),60.481020,17.934111,1,,
9021003760254000,Svedjebacken (Tierp),60.482296,17.757310,1,,
9021003760255000,Lissbo (Tierp),60.478043,17.999784,1,,
9021003760256000,Gudinge Ängskär vägskäl (Tierp),60.478641,17.959841,1,,
9021003760257000,Näs vägskäl (Tierp),60.483377,17.616969,1,,
9021003760258000,Vavd (Tierp),60.478399,17.956459,1,,
9021003760259000,Malen vsk. mot Göksnåre (Tierp),60.477478,17.983302,1,,
9021003760260000,Pensionärshemmet (Vavd) (Tierp),60.477302,17.949329,1,,
9021003760261000,Konradslund (Tierp),60.476577,17.932928,1,,
9021003760262000,Malens vägskäl (Tierp),60.474916,17.969197,1,,
9021003760263000,Sätravallen (Skärplinge) (Tierp),60.470625,17.755464,1,,
9021003760264000,Torslunda (Tierp),60.309065,17.484922,1,,
9021003760265000,Täs (Tierp),60.311969,17.437715,1,,
9021003760266000,Östra Halls (Tierp),60.312023,17.454420,1,,
9021003760267000,Vidväg östra (Tierp),60.471307,17.726444,1,,
9021003760268000,Vidväg västra (Tierp),60.467842,17.717039,1,,
9021003760269000,Salberga (Tierp),60.465332,17.764419,1,,
9021003760270000,Maln (Tierp),60.465167,17.667518,1,,
9021003760271000,Göksby (Tierp),60.309574,17.728306,1,,
9021003760272000,Gällbo vägskäl (Tierp),60.462292,17.660535,1,,
9021003760273000,Valla (Tierp),60.459880,17.615297,1,,
9021003760274000,Österänge (Tierp),60.457021,17.769100,1,,
9021003760275000,Muskarbo vägskäl (Tierp),60.313786,17.404871,1,,
9021003760276000,Esarby (Tierp),60.310811,17.710319,1,,
9021003760277000,Fiskgjusevägen (Mehedeby) (Tierp),60.455263,17.404041,1,,
9021003760278000,Stav vägskäl (Tierp),60.453278,17.622181,1,,
9021003760279000,Vsk. mot Halls (Tierp),60.314189,17.452032,1,,
9021003760280000,Västlands kyrka (Tierp),60.449711,17.614458,1,,
9021003760281000,Mehedeby station (Tierp),60.450610,17.401305,1,,
9021003760282000,Byvägen (Mehedeby) (Tierp),60.448656,17.405534,1,,
9021003760283000,Pensionärshemmet (Mehedeby) (Tierp),60.446491,17.406409,1,,
9021003760284000,Försäter (Tierp),60.441335,17.778400,1,,
9021003760285000,Västra Halls (Tierp),60.314455,17.440662,1,,
9021003760286000,Tillfället (Tierp),60.442378,17.609672,1,,
9021003760287000,Blåbärsvägen (Mehedeby) (Tierp),60.443946,17.407519,1,,
9021003760288000,Österlövsta kyrka (Tierp),60.437361,17.776361,1,,
9021003760289000,Björnbacken (Tierp),60.436167,17.604260,1,,
9021003760290000,Försäter skola (Tierp),60.434177,17.772481,1,,
9021003760291000,Ingbo (Tierp),60.313566,17.545379,1,,
9021003760292000,Bermobacken (Tierp),60.432340,17.807245,1,,
9021003760293000,Myrbyn (Tierp),60.436376,17.398755,1,,
9021003760294000,Stenhagen (Försäter) (Tierp),60.430343,17.768853,1,,
9021003760295000,Östra Vad vägskäl (Tierp),60.431239,17.602898,1,,
9021003760296000,Grimsarbo (Tierp),60.431951,17.387405,1,,
9021003760297000,Grimsarbo 821 (Tierp),60.428892,17.410483,1,,
9021003760298000,Norrgårdarna (Tierp),60.423460,17.766223,1,,
9021003760299000,Lövstabruk norra infarten (Tierp),60.420728,17.862276,1,,
9021003760300000,Brusbo (Tierp),60.428185,17.365739,1,,
9021003760301000,Åkerby kyrka (Tierp),60.419031,17.766410,1,,
9021003760302000,Fors (Tierp),60.316293,17.495446,1,,
9021003760303000,Gåsbo vägskäl (Tierp),60.416392,17.765180,1,,
9021003760304000,Sågen (Åkerby) (Tierp),60.414151,17.764954,1,,
9021003760305000,Tierps Industriområde (Tierp),60.363734,17.523710,1,,
9021003760306000,Stigen (Tierp),60.418739,17.332627,1,,
9021003760307000,Åkerby lådfabrik (Tierp),60.411687,17.765242,1,,
9021003760308000,Ridhuset (Tierp),60.361359,17.524781,1,,
9021003760309000,Östanåvägen (Tierp),60.415424,17.409239,1,,
9021003760310000,Vallby östra (Tierp),60.315166,17.541790,1,,
9021003760311000,Lövstabruk väg 76 (Tierp),60.408040,17.869988,1,,
9021003760312000,Strömsbergs vägskäl (Tierp),60.408778,17.575378,1,,
9021003760313000,Lövstabruk södra infarten (Tierp),60.402962,17.881281,1,,
9021003760314000,Vallby västra (Tierp),60.318804,17.530544,1,,
9021003760315000,Elinge by (Tierp),60.402723,17.763705,1,,
9021003760316000,Strömsbergs bruk (Tierp),60.403753,17.580658,1,,
9021003760317000,Lundsveds vägskäl (Tierp),60.406649,17.329284,1,,
9021003760318000,Skärsättra (Tierp),60.396882,17.902051,1,,
9021003760319000,Harfallsvägen (Elinge) (Tierp),60.398169,17.763214,1,,
9021003760321000,Siggebovägen (Tierp),60.400275,17.411905,1,,
9021003760322000,Giboda (Tierp),60.389437,17.943986,1,,
9021003760323000,Harsbo vägskäl (Tierp),60.397146,17.315669,1,,
9021003760324000,Nöttbo (Tierp),60.395642,17.292923,1,,
9021003760325000,Gammelberget (Tierp),60.388711,17.748207,1,,
9021003760326000,Stönnansbo (Tierp),60.322558,17.393534,1,,
9021003760327000,Dånbacken (Tierp),60.323416,17.501462,1,,
9021003760328000,Långviken (Tierp),60.393027,17.285113,1,,
9021003760329000,Lundsveds vägskäl (Tierp),60.382777,17.423194,1,,
9021003760330000,Odenslätt (Tierp),60.390153,17.419025,1,,
9021003760331000,Rocknö (Tierp),60.386445,17.553454,1,,
9021003760332000,Uddarna (Tierp),60.389665,17.273370,1,,
9021003760333000,Skogsgårdarna (Söderfors) (Tierp),60.390333,17.241731,1,,
9021003760334000,Skämsta (Tierp),60.324071,17.518965,1,,
9021003760335000,Biblioteket (Söderfors) (Tierp),60.388904,17.236027,1,,
9021003760336000,Blåbärsvägen (Söderfors) (Tierp),60.388864,17.228952,1,,
9021003760337000,Hästhagen (Söderfors) (Tierp),60.388767,17.224504,1,,
9021003760338000,Pensionärshemmet (Söderfors) (Tierp),60.387508,17.233173,1,,
9021003760339000,Näsmo vägskäl (Östhammar),60.378543,17.900147,1,,
9021003760340000,Barbo (Tierp),60.328291,17.391549,1,,
9021003760341000,Bruksskolan (Söderfors) (Tierp),60.386439,17.234940,1,,
9021003760342000,Östra verken (Söderfors) (Tierp),60.385467,17.248481,1,,
9021003760344000,Orsbo (Tierp),60.377727,17.732411,1,,
9021003760345000,Söderfors f.d. station (Tierp),60.382794,17.246585,1,,
9021003760346000,Knutbo (Tierp),60.325032,17.697135,1,,
9021003760348000,Svanby skola (Tierp),60.330576,17.508804,1,,
9021003760349000,Elingbo skola (Tierp),60.333826,17.380555,1,,
9021003760350000,Östermalm (Söderfors) (Tierp),60.380432,17.254949,1,,
9021003760351000,Svanby (Tierp),60.333083,17.512067,1,,
9021003760352000,Ersta (Tierp),60.376255,17.552183,1,,
9021003760353000,Gundbo (Tierp),60.373394,17.725357,1,,
9021003760354000,Vallgrind vägskäl (Tierp),60.378918,17.259669,1,,
9021003760355000,Halsingsbo (Tierp),60.337777,17.368268,1,,
9021003760356000,Storängen (Tierp),60.223722,17.429069,1,,
9021003760357000,Vårdcentrum (Tierp),60.336664,17.516347,1,,
9021003760358000,Tolfta (Tierp),60.373598,17.550771,1,,
9021003760359000,Valparbo norra (Tierp),60.370465,17.721196,1,,
9021003760360000,Källvikens vägskäl (Tierp),60.331983,17.940733,1,,
9021003760361000,Västra Tämnarvägen (Tierp),60.338728,17.518520,1,,
9021003760362000,Södra Esplanaden (Tierp),60.343163,17.514260,1,,
9021003760363000,Kommunhuset (Tierp),60.342653,17.516914,1,,
9021003760364000,Valparbo södra (Tierp),60.367587,17.718380,1,,
9021003760365000,Knappens (Tierp),60.336803,17.940776,1,,
9021003760366000,Mandal (Tierp),60.369731,17.277205,1,,
9021003760367000,Tallskogen (Tierp),60.367729,17.439559,1,,
9021003760368000,Pilbo bryggeri (Tierp),60.346230,17.358510,1,,
9021003760369000,Sjukarby norra (Tierp),60.365088,17.536306,1,,
9021003760370000,Tegelbruksgatan (Tierp),60.343410,17.509020,1,,
9021003760371000,Centralskolan (Tierp),60.345910,17.518479,1,,
9021003760372000,Halsberg (Tierp),60.365893,17.288958,1,,
9021003760373000,Lisstrånget (Tierp),60.358896,17.704660,1,,
9021003760374000,Sjukarby södra (Tierp),60.360808,17.534085,1,,
9021003760375000,Bäcklösen östra (Tierp),60.361381,17.424236,1,,
9021003760376000,Harsbo vägskäl (Bäcklösen) (Tierp),60.360787,17.399089,1,,
9021003760377000,Imundbo (Tierp),60.352907,17.933131,1,,
9021003760378000,Skruven vägskäl (Tierp),60.361976,17.314006,1,,
9021003760379000,Marsjön (Tierp),60.360242,17.313310,1,,
9021003760380000,Pilbo (Tierp),60.348565,17.350705,1,,
9021003760381000,Bondebo (Tierp),60.359550,17.367099,1,,
9021003760382000,Högbergsskolan (Tierp),60.346345,17.502779,1,,
9021003760383000,Åskarbygården (Tolftaliden) (Tierp),60.348097,17.521529,1,,
9021003760384000,Håkansbo (Tierp),60.349001,17.938783,1,,
9021003760385000,Tierp Servus (Tierp),60.354027,17.528128,1,,
9021003760386000,Hillebola (Tierp),60.350457,17.702158,1,,
9021003760387000,Gubbo (Tierp),60.352648,17.467069,1,,
9021003760388000,Båtsmanstorpet (Tierp),60.488611,17.760128,1,,
9021003760389000,Ulvsbo (Tierp),60.304369,17.763227,1,,
9021003760390000,Rundskär (Tierp),60.473308,18.061342,1,,
9021003760391000,Kilen (Mehedeby) (Tierp),60.452489,17.404069,1,,
9021003760393000,Ekorrvägen (Tierp),60.356767,17.518233,1,,
9021003760394000,Vallskoga daghem (Tierp),60.354534,17.525020,1,,
9021003760395000,Atlas Copco (Tierp),60.359460,17.511941,1,,
9021003760396000,Värmeverket (Tierp),60.339858,17.516532,1,,
9021003760397000,Sikhjälma (Tierp),60.561283,17.829032,1,,
9021003760398000,Bredänge (Tierp),60.327540,17.440194,1,,
9021003760399000,Smedsbo (Tierp),60.334692,17.412466,1,,
9021003760400000,Aspenskolan (Tierp),60.345462,17.505142,1,,
9021003760401000,Lågbo (Tierp),60.362355,17.399292,1,,
9021003760402000,Pagards hus (Tierp),60.260780,17.456685,1,,
9021003760403000,Husbyborg (Tierp),60.276827,17.451239,1,,
9021003760404000,Annedals vägskäl (Tierp),60.178492,17.418294,1,,
9021003760405000,Tallbacksskolan (Månkarbo) (Tierp),60.225555,17.469568,1,,
9021003760406000,Fålbäcken (Månkarbo) (Tierp),60.215809,17.492765,1,,
9021003760408000,Östra verken (Söderfors) (Tierp),60.382953,17.258398,1,,
9021003760409000,Kålbo (Tierp),60.222613,17.584231,1,,
9021003760410000,Västerbo (Tierp),60.158785,17.565922,1,,
9021003760411000,Holmsta (Tierp),60.490777,17.718461,1,,
9021003760412000,Skärplinge bussterminal (Tierp),60.470330,17.758429,1,,
9021003760413000,Kastebo (Tierp),60.235181,17.427993,1,,
9021003760414000,Mamre (Tierp),60.202879,17.389588,1,,
9021003760415000,Söderfors Östra verken Godsmottagningen,60.385024,17.255371,1,,
9021003760416000,Söderfors macken (Tierp),60.385285,17.248708,1,,
9021003760417000,Barnens bruk (Lövstabruk ) (Tierp),60.411177,17.877865,1,,
9021003760418000,Sladahamns vägskäl (Tierp),60.545721,18.002597,1,,
9021003760419000,Berg (Vendel) (Tierp),60.205470,17.560991,1,,
9021003760420000,Svartbäcke (Tierp),60.136537,17.538077,1,,
9021003760421000,Bålmyren (Tierp),60.120054,17.551801,1,,
9021003760422000,Ål (Tierp),60.153740,17.637419,1,,
9021003760423000,Åkra (Tierp),60.140203,17.628872,1,,
9021003760424000,Holvarbo gård (Vendel) (Tierp),60.197839,17.580600,1,,
9021003760425000,Solberga (Tierp),60.159701,17.530361,1,,
9021003760426000,Örbyhus sporthall (Tierp),60.224754,17.705090,1,,
9021003760427000,Aspenbadet (Tierp),60.345979,17.508882,1,,
9021003760428000,Örbyhus golfbana (Tierp),60.199728,17.699730,1,,
9021003760429000,Romstarbo,60.159935,17.649040,1,,
9021003760430000,Gävlevägen (Söderfors) (Tierp),60.386280,17.249677,1,,
9021003760431000,Gällbo skolhållplats (Tierp),60.467317,17.680005,1,,
9021003760432000,Tierpsporten (Tierp),60.341523,17.487984,1,,
9021003760433000,Samhall (Tierp),60.358458,17.513085,1,,
9021003760434000,Sixarby (Tierps kommun),60.286707,17.709026,1,,
9021003760435000,Burunge Hamra (Tierp),60.125996,17.606205,1,,
9021003760436000,Nyväga (Tierp),60.187140,17.450229,1,,
9021003760437000,Mossboda (Tierp),60.204744,17.327580,1,,
9021003760438000,Storsten (Tierp),60.525422,17.995429,1,,
9021003760439000,Gisselbo (Tierp),60.256311,17.485942,1,,
9021003760440000,Långruddu (Tierp),60.157931,17.555124,1,,
9021003760601000,Erlandbo vägskäl (Tierp),60.215553,17.589857,1,,
9021003760602000,Lunda (Tolfta) (Tierp),60.389576,17.557013,1,,
9021003760605000,Kisbergs vägskäl (Tierp),60.196861,17.560333,1,,
9021003760606000,Kläringe (Tierp),60.147712,17.574243,1,,
9021003760607000,Kullmyren (Tierp),60.432751,17.988611,1,,
9021003760608000,Lamyra (Tierp),60.172550,17.565740,1,,
9021003760609000,Listebo (Tierp),60.157523,17.544512,1,,
9021003760610000,Storsand (Tierp),60.564531,17.817836,1,,
9021003760611000,Broddby (Tierp),60.261766,17.700910,1,,
9021003760613000,Ordsbo (Tierp),60.354930,17.393422,1,,
9021003760618000,Stora Labole (Tierp),60.203358,17.591468,1,,
9021003760623000,Ugglebo (Tierp),60.219184,17.554488,1,,
9021003760625000,Umberga (Tierp),60.166354,17.566543,1,,
9021003760630000,Dorkarby (Tierp),60.407911,17.577799,1,,
9021003760633000,Korsbo vägskäl (Tierp),60.298988,17.413391,1,,
9021003760634000,Kryssbo vägskäl (Tierp),60.179394,17.564141,1,,
9021003760637000,Årböle (Tierp),60.420330,17.982258,1,,
9021003760643000,Vendels skolslinga (Tierp),60.166892,17.605325,1,,
9021003760644000,Getingbo,60.184895,17.472558,1,,
9021003760645000,Kilskär (Tierp),60.567062,18.014589,1,,
9021003760703000,Frebro vägskäl (Tierp),60.296517,17.476881,1,,
9021003760704000,Tället,60.289120,17.479758,1,,
9021003760705000,Mossbo (Tierp),60.204573,17.379245,1,,
9021003760706000,Gyllerboda (Tierp),60.146208,17.510246,1,,
9021003760707000,Sandby 458,60.505681,17.597388,1,,
9021003760708000,Gundbo (Tierp),60.184693,17.567363,1,,
9021003760709000,Storhagen (Tierp),60.299720,17.389839,1,,
9021003760710000,Husby skolhållplats (Tierp),60.144698,17.575396,1,,
9021003760711000,Broddstugan Skolhållplats (Tierp),60.255098,17.461710,1,,
9021003760712000,Vallby östra vändplan (Tierp),60.315447,17.542257,1,,
9021003760713000,Hillebola södra (Tierp),60.347807,17.695355,1,,
9021003760714000,Sandby 215 (Tierp),60.498928,17.609501,1,,
9021003760715000,Sandarna (Tierp),60.306254,17.394407,1,,
9021003760716000,Fjällen (Tierp),60.302817,17.393589,1,,
9021003760717000,Kärven (Tierp),60.455834,17.908776,1,,
9021003760718000,Flottskär (Tierp),60.481576,18.031479,1,,
9021003760719000,Öster-Ensta (Tierp),60.276468,17.480016,1,,
9021003760720000,Bäcklösen skolhållplats (Tierp),60.362347,17.399220,1,,
9021003760721000,Stynsberg (Tierp),60.196456,17.470512,1,,
9021003760722000,Siggbo (Tierp),60.345379,17.490447,1,,
9021003779006000,Gränbyskolan (Uppsala),59.870273,17.657216,1,,
9021003779007000,Ekebyskolan (Uppsala),59.847662,17.611601,1,,
9021003779008000,Kronåsskolan (Uppsala),59.840402,17.652203,1,,
9021003779011000,Celsiusskolan (Uppsala),59.865258,17.663346,1,,
9021003779012000,GUC (Uppsala),59.859616,17.702070,1,,
9021003779015000,Krisslinge (Uppsala),59.837564,17.742880,1,,
9021003779016000,S:t Larsgatan (Uppsala),59.858935,17.630793,1,,
9021003779017000,S:t Eriks betong (Uppsala),59.874541,17.593932,1,,
9021003779018000,Asplunda (Uppsala),59.797257,17.588101,1,,
9021003779020000,Eriksberg vägskäl (Uppsala),59.791782,17.581967,1,,
9021003779021000,Bälinge Villorna (Uppsala),59.956395,17.544725,1,,
9021003779022000,Ubby södra (Jumkil) (Uppsala),59.936125,17.408520,1,,
9021003779024000,Sävja Ändhållplats (Uppsala),59.807560,17.689578,1,,
9021003779025000,"Posten, Sävja (Uppsala)",59.813693,17.703240,1,,
9021003779032000,Lännakatten Fyrislundsgatan (Uppsala),59.859776,17.686514,1,,
9021003779033000,Sparrisgatan (Uppsala),59.865889,17.681539,1,,
9021003779035000,Uppsala Slott (Uppsala),59.853265,17.633035,1,,
9021003779036000,Carolina Rediviva (Uppsala),59.855261,17.632180,1,,
9021003779037000,Örke södra,60.005241,17.523605,1,,
9021003779043000,Flottsundsbron (Knivsta),59.786859,17.664740,1,,
9021003779045000,Ofvandahls (Uppsala),59.859873,17.631077,1,,
9021003779049000,Järlåsa brädgård (Uppsala),59.869301,17.605578,1,,
9021003779050000,Husbyborg (Uppsala),59.871955,17.595954,1,,
9021003779051000,Bodarna vägskäl (Uppsala),59.785909,17.597969,1,,
9021003779052000,Uppsala-Näs kyrka (Uppsala),59.787354,17.593380,1,,
9021003779053000,Smedjestigen (Bodarna) (Uppsala),59.788347,17.606792,1,,
9021003779054000,Aspnäs (Uppsala),59.790717,17.554977,1,,
9021003779055000,Simonsbo (Uppsala),60.018997,17.297102,1,,
9021003779056000,Stenviksvägen (Bodarna) (Uppsala),59.790530,17.606713,1,,
9021003779057000,Granebergsvägen (Uppsala),59.790131,17.658064,1,,
9021003779058000,Stabby vägskäl (Uppsala),59.791352,17.584598,1,,
9021003779059000,Näsängsvägen (Bodarna) (Uppsala),59.792740,17.605300,1,,
9021003779060000,Högby gård (Uppsala-Näs) (Uppsala),59.794227,17.558367,1,,
9021003779061000,Dalby vägskäl (Uppsala),59.797295,17.559187,1,,
9021003779062000,Sunnersta Konsum (Uppsala),59.796572,17.655891,1,,
9021003779063000,Lilla Bärsta (Uppsala),59.800200,17.549380,1,,
9021003779064000,Lurbo ridklubb (Uppsala),59.802795,17.595453,1,,
9021003779065000,Lugnesberg (Uppsala),59.802172,17.590431,1,,
9021003779066000,Källmyra (Uppsala),60.054341,17.642988,1,,
9021003779067000,Söderby (Ramsta) (Uppsala),59.794080,17.450850,1,,
9021003779069000,Brukshundklubben (Uppsala),59.813817,17.610804,1,,
9021003779072000,Sturarna (Uppsala),59.817386,17.613118,1,,
9021003779074000,Norbyvägen (Uppsala),59.819943,17.616466,1,,
9021003779075000,Berga (Uppsala),59.818629,17.739748,1,,
9021003779077000,Falebro (Uppsala),59.824211,17.732600,1,,
9021003779080000,Villingevägen (Uppsala),59.828364,17.713758,1,,
9021003779081000,Åby (Östunavägen) (Uppsala),59.831691,17.699145,1,,
9021003779084000,Danmarks kyrka (Uppsala),59.832759,17.743582,1,,
9021003779085000,Nåsten (Uppsala),59.841433,17.534587,1,,
9021003779087000,Kvarnbolund (Uppsala),59.845703,17.550474,1,,
9021003779089000,Korsbacken (Uppsala),59.843260,17.741391,1,,
9021003779091000,Vårdhögskolan (Uppsala),59.846366,17.638527,1,,
9021003779092000,Österberga vägskäl (Uppsala),59.847978,17.541386,1,,
9021003779093000,Uppsala Business Park södra (Uppsala),59.845742,17.704743,1,,
9021003779094000,Kumla (Uppsala),59.845360,17.727328,1,,
9021003779095000,Bärby vägskäl (Uppsala),59.847752,17.749075,1,,
9021003779096000,"Årsta vägskäl, v. 282 (Uppsala)",59.844023,17.740757,1,,
9021003779102000,Fjalars gränd (Uppsala),59.855606,17.649976,1,,
9021003779104000,Kungsgärdet (Uppsala),59.856053,17.621658,1,,
9021003779106000,H-centrum (Uppsala),59.860386,17.638138,1,,
9021003779107000,Nybron In (Uppsala),59.857560,17.638661,1,,
9021003779108000,Bangårdsgatan (Uppsala),59.857877,17.642926,1,,
9021003779115000,Stjernhjelmsgatan (Uppsala),59.867713,17.629024,1,,
9021003779116000,Nyvla gård (Uppsala),59.869202,17.583111,1,,
9021003779117000,Husby (Husbyborg) (Uppsala),59.870965,17.591473,1,,
9021003779119000,Nyhem (Uppsala),59.871263,17.562634,1,,
9021003779121000,Svedenborgsgatan (Uppsala),59.870570,17.628859,1,,
9021003779122000,Gamla Uppsalagatan (Uppsala),59.871060,17.627190,1,,
9021003779123000,Skäggesta (Uppsala),59.871949,17.555670,1,,
9021003779125000,Scandic Hotel nord (Uppsala),59.873470,17.637286,1,,
9021003779126000,Åkerby (Börje) (Uppsala),59.875666,17.537936,1,,
9021003779129000,Hässelby park (Uppsala),59.878957,17.579417,1,,
9021003779133000,Hässelby gård (Uppsala),59.884059,17.566488,1,,
9021003779135000,Hovlösa (Uppsala),59.889808,17.557502,1,,
9021003779137000,Ekensberg (Uppsala),59.892346,17.701094,1,,
9021003779139000,Broby (Uppsala),59.900053,17.545889,1,,
9021003779142000,Jälla (Uppsala),59.904140,17.716298,1,,
9021003779145000,Norrhagen (Uppsala),59.906281,17.719674,1,,
9021003779146000,Ulva kvarn (Uppsala),59.913500,17.575055,1,,
9021003779148000,Lindbacken (Uppsala),59.912382,17.739710,1,,
9021003779149000,Nygård (Uppsala),59.914737,17.746838,1,,
9021003779153000,Forkarby vägskäl (Uppsala),59.927964,17.566954,1,,
9021003779154000,Forkarby (Uppsala),59.928016,17.564417,1,,
9021003779158000,Rörby (Bälinge) (Uppsala),59.940126,17.544803,1,,
9021003779160000,Rostalund (Uppsala),59.943059,17.602613,1,,
9021003779163000,Nåntuna vägskäl (Knivsta),59.786147,17.664932,1,,
9021003779167000,Östa vägskäl (Uppsala),59.951929,17.612544,1,,
9021003779168000,Lövstalöt södra (Uppsala),59.955216,17.586050,1,,
9021003779169000,Ärentuna kyrka (Uppsala),59.954736,17.605501,1,,
9021003779171000,Vretgänd (Uppsala),59.856524,17.642780,1,,
9021003779172000,Sisselboda (Uppsala),60.137660,17.504800,1,,
9021003779173000,Lund (Björklinge) (Uppsala),59.992716,17.557866,1,,
9021003779174000,Överbo (Björklinge) (Uppsala),60.107711,17.518723,1,,
9021003779175000,Rörmyra (Uppsala),60.037901,17.303696,1,,
9021003779176000,Vibroäng (Uppsala),60.017632,17.294817,1,,
9021003779177000,Petterslund (Uppsala),60.012673,17.311736,1,,
9021003779178000,Roteberg (Uppsala),60.019270,17.339978,1,,
9021003779179000,Smedskullen (Uppsala),60.019521,17.392431,1,,
9021003779180000,Kilkällan (Uppsala),60.039607,17.377871,1,,
9021003779181000,Åby (Viksta) (Uppsala),60.106289,17.610866,1,,
9021003779182000,Dragby (Uppsala),59.985702,17.555328,1,,
9021003779183000,Marsta (Uppsala),59.931524,17.587947,1,,
9021003779184000,Sundbro (Uppsala),59.927436,17.530081,1,,
9021003779185000,Målsta (Uppsala),59.933228,17.523100,1,,
9021003779186000,Tuna (Bälinge) (Uppsala),59.944097,17.471517,1,,
9021003779188000,Stora Bärsta (Uppsala),59.802944,17.540792,1,,
9021003779189000,Söderby Gård (Uppsala),59.814123,17.502835,1,,
9021003779190000,Näs Söderby (Uppsala),59.818249,17.496127,1,,
9021003779191000,Gottorp (Uppsala),59.850245,17.785447,1,,
9021003779192000,Kroksta skolhållplats (Uppsala),59.934201,17.469643,1,,
9021003779193000,Svarvarbo vägskäl (Åkerlänna) (Uppsala),60.015181,17.412129,1,,
9021003779194000,Andersbo (Åkerlänna) (Uppsala),60.020625,17.390207,1,,
9021003779195000,Myrby vägskäl (Åkerlänna) (Uppsala),60.018538,17.402517,1,,
9021003779197000,Björkvallsskolans entré (Uppsala),60.027560,17.547511,1,,
9021003779198000,Genvägen skolhållplats (Uppsala),60.042288,17.551948,1,,
9021003779199000,Skölsta vändplan (Uppsala),59.875417,17.758654,1,,
9021003779201000,Forkarbyholm (Uppsala),59.918992,17.564476,1,,
9021003779202000,Pinbovägen (Skuttunge) (Uppsala),59.984312,17.514745,1,,
9021003779203000,Lilla Örke (Uppsala),60.011532,17.532036,1,,
9021003779204000,Hagaberg (Uppsala),60.040097,17.512816,1,,
9021003779205000,Brunnbyåkeriet (Uppsala),60.041545,17.501458,1,,
9021003779206000,Hammarby (Brunnby) (Uppsala),60.037204,17.472165,1,,
9021003779207000,Persbo (Villsåker) (Uppsala),60.034050,17.459517,1,,
9021003779208000,Närlinge vändplan (Uppsala),60.055753,17.545244,1,,
9021003779209000,Örsbäcken (Skuttunge) (Uppsala),59.995242,17.509555,1,,
9021003779210000,Högsta skolhållplats (Uppsala),59.978210,17.575175,1,,
9021003779211000,Aros Billack (Uppsala),59.849924,17.531334,1,,
9021003779212000,Kullviken (Uppsala),60.016112,17.270988,1,,
9021003779213000,Hammarby vägskäl (Uppsala),60.044433,17.498878,1,,
